index,totalCarNumber,numberOfTrips,median_overhead,q1_overhead,q3_overhead,p9_overhead
0,450,1115,1.7286491108769204,1.4246953842258385,2.118387475296701,2.5997419423303922
1,450,1657,1.6661940982448828,1.3349381148252193,2.0838405245013036,2.663684240982104
2,450,1650,1.700305443200404,1.353932928724156,2.105349608670441,2.582389672897537
3,450,1651,1.7086221602055003,1.3508460271181644,2.1188549576867564,2.5838430710820504
4,450,1665,1.6966784863678916,1.3365866668461972,2.0630915814143553,2.530544595620772
5,450,1603,1.7091429921445866,1.3619124049448286,2.1021264231851675,2.6028510502469517
6,520,1704,1.7454783979547517,1.3852696226356933,2.215434803964159,2.8006871035960885
7,520,1754,1.7244770757075036,1.3572360934432541,2.1790434946109745,2.7559128444782512
8,520,1706,1.7886030303603084,1.4150299022126696,2.264896822318845,2.8749466937666854
9,520,1745,1.7599584068595537,1.3607411325164487,2.2052298999976103,2.801058848725378
10,520,1760,1.7642961760889704,1.3788906072952751,2.227645820216064,2.8260522824633387
11,520,1733,1.7940675216786712,1.38071504448597,2.245903052488754,2.862363708600234
12,600,1862,1.8714528279646045,1.4168021820298669,2.4141358987317014,3.11318083115965
13,600,1926,1.8429894041811978,1.4207051504656243,2.3688339743140148,3.056446290133607
14,600,1894,1.8133978719781734,1.3853450801815557,2.3161485802689845,3.0710730171352663
15,600,1877,1.8178907959365775,1.393086236450786,2.3679290914851654,3.3421703571894303
16,600,1883,1.7928443697304501,1.3857187077729693,2.3413993916431757,3.235224626615116
17,600,1743,1.8320854682828647,1.4026391984086852,2.335934637503856,3.0827675574447406
18,350,1430,1.6353192967000652,1.32290792028554,1.9941902298191911,2.3899325444042665
19,350,1471,1.6345410822060575,1.3265628734399462,2.0313958256058893,2.422572392106985
20,350,1441,1.6580520178018305,1.334854724329364,1.9740847722312642,2.3705291878004604
21,350,1426,1.6450075465752891,1.3173125245697592,1.9910269883856935,2.402824748843966
22,350,1449,1.6193477019897282,1.3207880683788047,1.9807256008671381,2.3695799654684992
23,350,1345,1.6018328240123314,1.3005791512182157,1.951920918745154,2.319451326213748
24,200,795,1.572869131177792,1.3145125935647548,1.8776364369189593,2.2002165120408423
