index,totalCarNumber,numberOfTrips,median_overhead,q1_overhead,q3_overhead,p9_overhead
0,450,1027,1.7050980117190284,1.3610061403690497,2.164052678779423,2.692237766577126
1,450,1499,1.727320306906036,1.3691625398395477,2.1296306971430816,2.6138733492171156
2,450,1453,1.7433808360966445,1.381927896117906,2.1743286365675343,2.6829359940628366
3,450,1453,1.7149108402079285,1.3773984774781127,2.1357704406300297,2.5874248179228223
4,450,1511,1.7352535157585935,1.3881794516001222,2.1660787027793686,2.6714854387577947
5,450,1496,1.7255881984210588,1.3864124240975144,2.144516371079264,2.6346314421864507
6,520,1575,1.7594466701806135,1.39267356661592,2.2176096623958,2.8086774291810883
7,520,1578,1.7722485981106155,1.3708601822479731,2.2423532434653426,2.8014432107878298
8,520,1517,1.7783430250662382,1.415775942524649,2.243096602671167,2.9082553857562283
9,520,1584,1.7707932432991158,1.3806545061171658,2.248163725879069,2.829393039939454
10,520,1521,1.845978288016141,1.4383184148968138,2.277843790729132,2.8329554738643017
11,520,1560,1.7995091674974186,1.3812403735974255,2.3091713457428065,3.0189488504800934
12,600,1784,1.8262290403899477,1.4045808699848226,2.346712626617992,3.1400816098023574
13,600,1766,1.8308398886935886,1.3767462775385488,2.360582932133191,3.0309160765871592
14,600,1745,1.8637153918162173,1.4100333200863788,2.406230118806835,3.0742500018119054
15,600,1783,1.8460359020325836,1.4069224241912108,2.3983761282201734,3.13811403662959
16,600,1740,1.8882594221220306,1.4300968316766562,2.4798955712456485,3.318420817111095
17,600,1666,1.8225002702981041,1.3906622951228598,2.2873152396340446,3.0333430131567933
18,350,1156,1.6121966698268797,1.3280769956272886,2.001101368030774,2.4143145109387563
19,350,1166,1.6531020496679374,1.3449812456683854,2.019256347819654,2.5061349784971396
20,350,1147,1.6574371049176608,1.33973132515926,1.9749887531645922,2.409486455812347
21,350,1183,1.6745895465041145,1.359574550273067,2.011686843861824,2.4021039913475857
22,350,1134,1.6579842459773286,1.356135178218565,2.0237870217041545,2.448658314502226
23,350,1051,1.6385894860605832,1.3723015989673577,1.9998435870285367,2.4157397344587968
24,200,655,1.5928935708160659,1.3230089411842154,1.9058863188192419,2.253935125737878
25,200,639,1.6095347621356773,1.3212997319625204,1.8772059833340986,2.177010678344367
26,200,630,1.589881984677984,1.3269945304577608,1.882429700520852,2.243792051323696
27,200,654,1.5605361765141643,1.3222146504971009,1.8648474915490174,2.231020499369887
28,200,619,1.5763712696397265,1.3180113888149037,1.846024956060788,2.213240991162251
29,200,569,1.546195280647191,1.2843128147005718,1.8767000813928727,2.3527864951649415
30,50,107,1.4582467032537227,1.2447489194158987,1.7149697496307392,2.1521679199352346
31,50,123,1.4478385696952876,1.2402181853865808,1.6772530700779584,2.102204189286731
32,50,114,1.4910023580890985,1.2632664377424323,1.7635903870049014,2.030171879906258
33,50,113,1.4563344782572982,1.2653612708990447,1.6930834301641415,1.942330835699665
34,50,112,1.499211221825373,1.3005468245417569,1.7608437598261926,2.141663252917776
35,50,162,1.4463640988163475,1.2199778529641312,1.7757439142275122,2.2117831246504878
36,200,644,1.614677538518879,1.3416720545505383,1.8921853951424674,2.2564378856557554
37,200,651,1.5890263527315407,1.328693221869449,1.8966417561940394,2.265726721457133
38,200,645,1.5417441284975473,1.2884506235149298,1.819283576648756,2.08129329738026
39,200,630,1.5634058741839634,1.297387282925479,1.8513871715062535,2.1689094372803743
40,200,615,1.5842048111026485,1.319045701723998,1.873736551190619,2.2503048011160094
41,200,550,1.5570347233618342,1.2849197227087592,1.863330964186599,2.207220452726119
42,50,114,1.4637601791769477,1.246272208152265,1.7433668573339651,1.9850008936691803
43,50,111,1.4450965022991784,1.2458104503788912,1.6941086966056482,2.0560502671628313
44,50,110,1.5808636465857586,1.2764778986744092,1.8264187171688666,2.154306055345917
45,50,108,1.509396166314191,1.3350658954459715,1.7850196345844531,2.146607165373622
46,50,115,1.5149279769523178,1.2667917003643117,1.8481474341609943,1.9935257862008349
47,150,186,1.6144909510832677,1.3389115662993678,1.9752919114555256,30.0
48,150,464,1.51418721518211,1.2805699215887612,1.838657843504544,2.2066590903246177
49,150,483,1.525232992646159,1.303032148067241,1.8387788926524373,2.1928595637475894
50,150,469,1.5136738646432997,1.2796273515445167,1.7825500120651765,2.1147141538520313
51,150,496,1.4985667512700949,1.2458780522632371,1.8072389710429129,2.0911856844251338
52,150,490,1.5457297935716325,1.3032201320468235,1.833326727946675,2.160130175082921
53,150,636,1.6284459307182026,1.3226953674120834,2.0043269707504328,2.5300738541282195
54,500,1501,1.750875098175834,1.3994236815940104,2.191472522251879,2.7312526646217155
