index,totalCarNumber,numberOfTrips,median_overhead,q1_overhead,q3_overhead,p9_overhead
0,450,1048,1.6832447677716962,1.3447787259645672,2.0787872439751656,2.5348123000638134
1,520,1642,1.7613525736027849,1.3809487500892426,2.204030495704099,2.927622013247622
2,600,1566,1.8375568138959493,1.391853815035669,2.376183352016945,3.1085169588671437
3,350,1094,1.605470036436479,1.3063572578729963,1.9569074957827,2.3568836949465
4,200,514,1.5647394025691574,1.286208934689403,1.8821034408012909,2.2651427753452023
5,200,205,1.5233379574150037,1.2498950172171763,1.7720899424611596,2.1502597928091545
6,200,394,1.5049798593452601,1.2643641584696228,1.7760949462431668,2.166534446998172
7,150,194,1.440566737788903,1.2703755754777413,1.80180031973102,2.4394636876663025
8,500,584,1.5971578693793287,1.2859408968197539,2.0466377855193354,2.609574341652384
9,500,1230,1.8229288987069616,1.4016066029426528,2.35491311172221,3.0002166304808187
10,550,1379,1.8489214496183144,1.3777116197787445,2.393909536711985,3.320065227300963
11,620,1207,1.7559866077825932,1.3533503128385447,2.307159235963233,3.0223158327593778
12,500,901,1.6758998989523537,1.3540444604685093,2.0553005852734114,2.636776893644168
13,300,465,1.5869563137613751,1.3265334769796004,1.8496121960509007,2.1714273256262127
14,100,291,1.466097046526281,1.275910515791951,1.765177946108167,2.1442397758862746
15,550,1148,1.7170662545128947,1.3371798279372347,2.2408433285959393,2.8838888567197345
16,500,1601,1.7291298427631503,1.3553895632670645,2.2009532732469492,2.8066786589504806
17,600,1703,1.763506902934773,1.3657037612849945,2.2074492765225084,2.841561578342912
18,720,1768,1.9081532681713391,1.4245419579215266,2.538933792473926,3.5708336395012896
19,350,1325,1.6415150207313938,1.3310130538205918,2.056867687069174,2.5368342424241725
20,200,639,1.5473221680619178,1.2821031307118362,1.9118515089306138,2.270872461488962
21,70,165,1.4167975995988344,1.2141447867658217,1.7089804054746587,2.1051404274543883
22,500,1285,1.7256359578770455,1.3461211613226634,2.187297882971584,2.8637118723341146
23,450,816,1.8512661433555775,1.4062260356900378,2.5339813603487276,5.441541577167951
24,520,1271,1.8535088212158668,1.4393286173902917,2.434946449245597,4.0156543069520465
25,600,1221,1.7541570657788108,1.3725051193496214,2.4242308282497933,3.604355106027122
26,350,783,1.648345466373028,1.3255087683909146,2.146816467561974,2.9434010663124246
27,200,365,1.6131959583186535,1.3162843787711611,1.973020867062612,2.477412813996575
28,200,189,1.5544447143489533,1.2711868939191762,1.9127146684720695,2.430532163002473
29,200,279,1.603519968096863,1.2834225165146678,1.9838026725464672,2.558627118776317
30,150,189,1.5233310718361317,1.267342021845453,1.939147157159091,2.5846215696978945
31,500,650,1.7430257593517635,1.3432169752577985,2.3288575990402682,3.093672591465223
32,550,1284,1.7774310393499169,1.4111804839417705,2.427377743829879,3.328678974604504
33,620,1274,1.8558894589325972,1.3887811487142288,2.595349061569931,4.512394906443893
34,500,1181,1.7205263529825452,1.3260963568500395,2.349115184338497,3.7567449869061633
35,500,878,1.6993210580521754,1.3518748960434326,2.1387155479214064,3.0874217183622954
36,300,379,1.6239492408980087,1.292353076999163,2.067830607040724,2.6549390928223944
37,100,238,1.5945591701245738,1.2930381819192402,1.9893906234649301,2.5788015975431318
38,550,938,1.7561041491075744,1.328072257616426,2.374758443990201,3.3298648496657215
39,500,1163,1.7092801457072944,1.3588213197894063,2.27547204260504,3.579956917203588
40,600,1224,1.7276729465363956,1.3401821235992637,2.335812031619119,3.780403723987386
41,720,1511,1.8098421023637807,1.3971651969981724,2.556130782483288,4.185584226384076
42,350,915,1.706348475978507,1.3496068225457831,2.1788963648824833,2.9842397748443608
43,200,418,1.6009844793500392,1.3174971377494828,2.008980698790686,2.5498220950304953
44,70,137,1.4862837027100004,1.2498510566544423,2.0307017444258775,2.7312274175417293
45,500,1047,1.7278322182484382,1.3591487751114106,2.3118182943978196,3.274905660958016
46,450,1106,1.7665623977747829,1.3706824521321954,2.2966569351464683,3.1938213852052773
47,520,1190,1.7302059554820068,1.3794202213337985,2.388413521906887,3.9753453900988527
48,600,1157,1.7359320975545502,1.366207828324227,2.420602793066034,3.7944649123052834
49,350,792,1.6379205354203838,1.3341418683945814,2.055543743405888,2.609306295151468
50,200,284,1.5825041238873032,1.3570070604912177,1.9195496167889528,2.632024405095471
51,200,270,1.5690557388975561,1.298070036311594,2.0022532725732214,2.426823077624142
52,200,374,1.622712143240531,1.3436872734953944,1.9892635524215672,2.638068492202142
53,150,179,1.5573264436624181,1.2657344969540612,1.94779660013657,2.502494158973667
54,500,701,1.7628848947420048,1.360618104295392,2.2917898269932504,3.0515757922361013
55,550,1194,1.763682473890181,1.3837753507924326,2.3933948740938495,3.77881184395647
56,620,1318,1.7875073115908302,1.3629867372992837,2.559335141542137,4.650287924946937
57,500,1121,1.7646177220911166,1.3989050174921986,2.3619653632171884,3.559858229846116
58,300,773,1.700374277809568,1.3798663136268459,2.237825610449582,3.3208735286562048
59,300,304,1.607617980491706,1.2917521895944402,2.0002332116284274,3.11468200827873
60,100,181,1.5074577215045588,1.2223542920448243,1.8222826837613648,2.9987204895587367
61,550,987,1.7806721594070414,1.3554237030022986,2.4356833436055902,3.3610561090119897
62,500,1157,1.6959532659288732,1.3373602413561272,2.3336365717427436,3.247719209216277
63,600,1303,1.7954884071362938,1.3552433663040357,2.4275971023119625,3.52571249304468
64,720,1478,1.799190112921797,1.3981941418328863,2.497998094458715,3.7273156940493903
65,350,738,1.667430630702937,1.3460580125015849,2.1471313658701576,2.8631380313628827
66,200,456,1.5979991327945782,1.2934530011093521,1.9708014178777402,2.628911899836878
67,70,234,1.5318072503889082,1.2326820832172414,1.8297449468059988,2.6172748180692036
68,500,1029,1.7674973393805806,1.387790007103356,2.459802671574166,3.628157030293184
69,450,1189,1.7132080255679245,1.328160498388241,2.2705434875913624,3.3300044166780993
70,520,1368,1.7570312596850215,1.3814550994418482,2.3392091616914,3.6591172636821208
71,600,1354,1.7357427699111456,1.3576915355753005,2.256286315911278,3.4399064656026854
72,350,791,1.6913204587291992,1.330905438456368,2.1275148437232114,2.8821583830068223
73,200,345,1.6170876329552677,1.3153086633980566,1.9834444456837195,2.7658001230566787
74,200,267,1.567293880291922,1.2769525393831516,1.9069189766308636,2.3565714730273353
75,200,298,1.6494531432550301,1.3588259512097562,2.0836311815243675,2.9558450826843736
76,150,233,1.5709938318958359,1.2709472452847301,2.0030737549097353,4.008650756767498
77,500,791,1.7165316991483777,1.3346163720152644,2.2540008654313564,3.12874302966549
78,550,1235,1.7901955529846634,1.383076947399285,2.5422522205064055,4.183002418518802
79,620,1282,1.8618804568154925,1.3793762123479447,2.5576706185269042,4.220360416360113
80,500,1143,1.7813028107763478,1.385698074159707,2.3544858847058965,3.6167479357342307
81,300,845,1.6744215567925511,1.3430322223724505,2.1845204335543307,2.8621304687703066
82,100,369,1.579815150074776,1.3014611725004666,1.9360554679040336,2.6668985699461945
83,100,318,1.5713675029265235,1.3373411811568876,1.9972043880629398,2.5710114941878874
84,550,983,1.7697642122114172,1.356354268004502,2.4028508194086844,3.4989382002009135
85,500,942,1.752515692949093,1.3555321342747626,2.318525208560099,3.384188631256608
86,600,1105,1.770037394435011,1.3983335903027796,2.274783347873695,3.578325074776928
87,720,1253,1.8350932478493829,1.3765197851544313,2.4619292868890823,3.8183379489141807
88,350,828,1.6874192714022918,1.3271751141511776,2.119398819507878,2.661540100860678
89,200,483,1.5767075199054668,1.2884365475721347,2.0067600954708986,2.4931915918974332
90,500,261,1.5985405624985896,1.286365594265554,1.970276493133202,2.6108588840058533
91,500,1176,1.7923502087864793,1.3895002152498732,2.2672223847971518,3.190673492012654
92,450,1259,1.7580495413233503,1.3640308063329627,2.3484467354781877,3.540157141839997
93,520,1403,1.8207308413597216,1.405232777118254,2.444870891640993,3.88476644754786
94,600,1211,1.7464149487358442,1.3582803358418463,2.3512436882769743,3.741017327398905
95,350,760,1.624511266130056,1.2839533526313076,2.036360593867339,2.637380901328837
96,200,349,1.6432088237463665,1.3365689933107638,2.0083919364732767,2.5706991203317777
97,200,238,1.5219958015505557,1.3207769581966304,1.8426489136958017,2.4676974535097562
98,200,260,1.5780684420551068,1.309313272812347,2.0214317006610676,2.672833275121762
99,150,328,1.5962551106877902,1.2848537946090457,2.015972144766358,4.820675066931946
100,500,939,1.7186145413296963,1.347890360375446,2.28413289137146,3.144577935762591
101,550,1339,1.7908794085917157,1.3817483922531912,2.406547278706271,3.584653075308393
102,620,1465,1.8116692434714319,1.3886840479461025,2.6657734611652093,4.0313288311314635
103,500,1273,1.7579170234474226,1.380074261794285,2.2891021405736427,3.458189296435639
104,300,847,1.6541257935995304,1.333943365160619,2.1118553801053515,2.792108723511408
105,100,306,1.5300751531315884,1.279785352490934,1.9145248186273647,2.8400736294148468
106,100,211,1.5333631435197923,1.2825274775952686,1.9498992379752722,3.4741142394467817
107,550,1275,1.7632992704953305,1.3621375770933786,2.4052861721417247,3.6095294693158295
108,500,1142,1.7733207520794738,1.3927355987365178,2.316552536818593,3.32425785272235
109,600,1461,1.7934964187813576,1.3854917572763252,2.415223924336704,3.7431299797279514
110,720,1450,1.7765691798039456,1.3798319459339237,2.5288531612652236,4.4171887701028005
111,350,924,1.6757487852946527,1.3716988394242693,2.1089149416636626,2.7251390881783792
112,200,489,1.5848000729472616,1.3099789073933088,1.9289390000843023,2.3893728179321756
113,500,315,1.7249810161225994,1.3618448622682653,2.3015937540978,3.194177897098106
114,500,1092,1.780087851885325,1.3467310771333412,2.3960092081490605,3.308415039904392
115,450,1271,1.8147506185620526,1.4100710566782204,2.3923858906752127,3.347519513468612
116,520,1404,1.7430633834402438,1.3935669390747294,2.3184234582843755,3.8083388655278494
117,600,1149,1.7314058046554797,1.3632981599112481,2.2739780814738584,3.625509842507438
118,350,737,1.6418679392926014,1.3083668800964803,2.0361958891917697,2.537500336113697
119,200,284,1.630949389830564,1.3399532100950227,1.9663528368720677,2.5597871200556597
120,200,309,1.568975179195359,1.2843606168788901,1.9782919465184368,2.509335142332657
121,200,283,1.6024318988393493,1.3112177158515594,2.007641081215473,2.727008527658083
122,150,208,1.5164399195925649,1.3100051478162853,1.9341211558667024,2.587768562687001
123,500,844,1.6875752347352542,1.336355259794316,2.2606777248107717,3.0760730561352485
124,550,1150,1.8123342667829974,1.383344587249544,2.497835459277051,4.130565254874567
125,620,1272,1.834088800352135,1.388822170571228,2.4883406634329033,4.1074158157897935
126,500,969,1.7877432516569571,1.3946927755605973,2.389128268588366,3.536934042362601
127,300,671,1.7035917348163823,1.3223632420866258,2.1387178882813496,2.825171135681862
128,100,300,1.5194713339634016,1.235622395231123,1.8819575133949842,2.466419776155212
129,100,254,1.6111682709963127,1.351953104822521,2.0546699510386333,3.008724406182023
130,550,1239,1.8363719978490667,1.419917999957319,2.518378292681138,3.579919819067071
131,500,1203,1.7420718035158407,1.375320541779552,2.237241185704115,3.3506558120478642
132,600,1353,1.7679221348044656,1.376281608740678,2.3470210077328577,3.340133161318263
133,720,1662,1.7707347553289285,1.3813587156769331,2.413362455362631,3.5330927762472406
134,350,932,1.6767027155030738,1.3448366092215078,2.085176617630406,2.71035221082632
135,200,464,1.59371835418293,1.364764305994585,1.9386980507119405,2.5472960545372936
136,500,436,1.698080450789849,1.3173866282584328,2.1483058897265757,2.936695262216438
137,500,1272,1.7152441922206183,1.3494421390495215,2.217521160074561,3.0950558859683674
138,450,1330,1.8161179271090448,1.4263626785461079,2.417581076144871,3.346685387910948
139,520,1418,1.8589550281221037,1.4133641819324287,2.5053634581826807,3.9263127686004364
140,600,1230,1.7628255712367356,1.3681636355963653,2.3515927986803504,3.336232368295384
141,350,840,1.655703733383508,1.3272702239582148,2.0906869986839607,2.693077999186782
142,200,326,1.549933725001244,1.2915178269043566,1.943725968647557,2.391136614184011
143,200,250,1.6326867051180702,1.329914320866808,2.0145976158168364,2.705690175006555
144,200,165,1.5663815187890944,1.254706201293685,1.9988152950835374,2.643042968622627
145,150,236,1.6414358352937652,1.3473884074150515,2.095998133155979,10.396668268119132
146,500,828,1.7367387254305142,1.3586175716838085,2.3400695699769525,3.370858388766809
147,550,1221,1.7429242927211008,1.3690718120948937,2.365714186574597,3.982575192138876
148,620,1343,1.7708280745584049,1.388394344633408,2.408201665536405,4.37374667480905
149,500,1021,1.73298578783998,1.3691319130716233,2.271868812678179,3.2603900864011948
150,300,750,1.647523861223421,1.3087195850720474,2.1452762619583035,2.881044173668375
151,100,167,1.6934333501918983,1.3659916320668986,2.087868224330525,3.008984185196732
152,100,237,1.5022792661060511,1.278234099791172,1.8751848015676211,2.4249785140516575
153,550,1193,1.7719382614800827,1.3751546355219182,2.341131193522981,3.6070467415541483
