index,totalCarNumber,numberOfTrips,median_overhead,q1_overhead,q3_overhead,p9_overhead
index,totalCarNumber,numberOfTrips,median_overhead,q1_overhead,q3_overhead,p9_overhead
index,totalCarNumber,numberOfTrips,median_overhead,q1_overhead,q3_overhead,p9_overhead
0,450,896,1.7417855010713215,1.3920315588725631,2.1751434913569203,2.687197231184421
1,450,1313,1.7261987802510446,1.3770281868104934,2.1424746349302293,2.6085617667089296
2,450,1316,1.7714558285841924,1.4071545226902273,2.1887164430985475,2.6615702316806082
3,450,1364,1.698108405660645,1.3726620019443596,2.1372404501203057,2.619543284872212
4,450,1399,1.7508053680122209,1.3600812091334817,2.1562131447865354,2.644799481314682
5,450,1343,1.7420494470334449,1.369718945680027,2.184470134181022,2.712733063974115
6,520,1486,1.7747802092228957,1.3800415902875094,2.21091799601148,2.818543498971315
7,520,1470,1.7639755559126633,1.3979125894208655,2.1726673996411443,2.8976285993910467
8,520,1452,1.7969795452834627,1.396974437670021,2.273213045446946,2.9315362108346275
9,520,1512,1.7663230507630088,1.3635282444993666,2.186159445911282,2.7405760841812734
10,520,1473,1.7759547887228926,1.4117290728015572,2.2037580510410013,2.8249356130911343
11,520,1471,1.8343013627352072,1.4010093896231326,2.3336863486767063,2.9339851055515482
12,600,1611,1.8581044451778923,1.410549193200137,2.395074512168919,3.0419375789783567
13,600,1661,1.844628834084917,1.4219143699202468,2.3881340892656056,3.120728388358395
14,600,1582,1.7886716803424745,1.3885756747050984,2.3556927141995776,3.177057100880688
15,600,1551,1.8892361235868305,1.4465695288084182,2.457001316846248,3.2822155754896967
16,600,1609,1.8534236978366438,1.4166241819799394,2.413492222171215,3.1307313843410185
17,600,1490,1.8665254023431088,1.398461062066888,2.3976189896845552,3.053950633092028
18,350,1056,1.6825761592210684,1.3614504085842314,1.987802741226207,2.3822806899394227
19,350,1051,1.649808402227886,1.3329792775537972,2.016726983786639,2.396013573275135
20,350,1088,1.6309427272681993,1.3416758617677134,2.000760450413728,2.3791242121418845
21,350,1061,1.6944467662161684,1.3695514976250345,2.029736347107866,2.412976687721272
22,350,1067,1.6291324603230894,1.3437521632946354,1.9482945677051347,2.34643359504716
23,350,980,1.6154784196315002,1.3041327668446467,1.9624231139864634,2.3814493734424693
24,200,646,1.5525208957263836,1.2929037950669968,1.87882289999534,2.22361895696217
25,200,638,1.5575989251032656,1.2908137135825268,1.876003951081116,2.255381110917668
26,200,613,1.5975946582677525,1.3330893446908836,1.8694550264535459,2.238836672724833
27,200,605,1.560567056745473,1.3090069022877477,1.8771779218055944,2.261427619638596
28,200,606,1.5814019764922436,1.324202583557397,1.883278910843584,2.1707390184250857
29,200,526,1.5749279445189255,1.3298701056038258,1.833500140005719,2.197400841597145
30,50,149,1.5350917179804375,1.307455582882941,1.7820786962899682,2.161758513747364
31,50,149,1.4806496925259185,1.2433627249093555,1.741830724541502,2.1692156403635114
32,50,157,1.4812647423533742,1.238129456990259,1.7616789174128087,2.0606994076196554
33,50,147,1.46016530488345,1.196575390825711,1.704599566917866,2.07602417940186
34,50,146,1.3574180554969018,1.180009889752273,1.625820561809618,1.8905819741528798
35,50,189,1.5080657452491917,1.235503816664574,1.8071838392173145,2.089102947561363
36,200,583,1.5558430056567785,1.3290333974528026,1.8836666625939504,2.317611161088254
37,200,570,1.5470270904681738,1.3026341671880945,1.8450618578410638,2.2117793491040247
38,200,582,1.5221055816653917,1.2644448123565275,1.8378674344896746,2.228276409949104
39,200,590,1.5517982496119709,1.2992426462995201,1.8596628086004938,2.276364610882896
40,200,555,1.5754006353659353,1.3401743999201536,1.8522693737391562,2.170786830621417
41,200,470,1.582075860701741,1.3282824937995668,1.8714226805385488,2.2208434573894724
42,50,148,1.5484817923691439,1.2400864755121828,1.8356610200606158,2.145872938220573
