totalCarNumber,avg_overhead,std_overhead,var_overhead,median_overhead,q1_overhead,q3_overhead,p9_overhead,label
500,1.9415167202194448,0.7703820343707267,0.5934884788811795,1.7849904070977756,1.410885723656536,2.2498007691411925,2.8711854961114014,3
400,1.8055181409680934,0.7217900136981124,0.5209808238743212,1.678722238641873,1.3697675292371818,2.06063652984345,2.494214693529013,3
300,1.718729782870679,0.5317497566367814,0.28275780368327624,1.630609413648644,1.3282493232359214,1.9701219645261772,2.3733578647115063,3
400,2.268189697712513,3.729522471896292,13.90933786837943,1.6732468356071204,1.3597814685533425,2.087324494341679,2.6214786305136952,0
300,1.7223228229861252,0.6893999648712208,0.4752723115644405,1.6365727065068012,1.3488150727740411,1.9346313508013089,2.2968628460676928,3
200,1.7037003423367834,0.5667510747528434,0.32120678073350306,1.5960707509342378,1.3315368154077833,1.95838398383425,2.3407961834520563,3
300,2.1888726765982645,3.697369733317607,13.670542944853114,1.6237645983905047,1.3442018346527682,1.9876951657451634,2.4244953100029822,0
200,1.6493260277090447,0.5563204105341613,0.30949239917689775,1.5746823287450138,1.2994913017575414,1.8646309370059673,2.204491346028011,3
300,2.209066576177688,3.8745916272699947,15.012460278110746,1.611501371229509,1.327714874330647,1.9363959914858504,2.3058067131678137,2
200,1.625493209623761,0.4575885164650846,0.20938725040071698,1.559698409028421,1.289112209395833,1.835130513438328,2.1669255283165985,3
300,2.1275660404906627,3.5098982866549777,12.319385982663547,1.628049769600093,1.318334397837741,1.9584668713110618,2.3689932587274356,0
200,1.644393548528187,0.506892959011517,0.25694047189545144,1.557408200921936,1.274449260453826,1.8829029296454618,2.2453021648993916,3
100,1.5271967450005606,0.3969548116950617,0.1575731225278619,1.4731293174909943,1.2492011529524139,1.73376231458463,1.9372210403976353,3
150,2.2502430264889033,4.1334535412352436,17.085438177550177,1.5826758171105002,1.3047653481732269,1.8949202668554888,2.2839481703690363,2
50,1.5490642468048246,0.43307081674119785,0.18755033231288817,1.442292925116295,1.2419528362941368,1.8004997126246907,2.0780496060394853,3
100,2.4321432792678674,4.875437345728595,23.769889312125088,1.5508271603856967,1.298107599976349,1.7990517025213915,2.2222285795316346,1
150,2.1975740009131925,4.013682100095027,16.109644000623224,1.5749730575978789,1.3343940715891196,1.8500846007293217,2.258032717223598,2
250,2.23135151021765,3.907224237554499,15.266401242533336,1.607421283198978,1.3277592493424506,1.9386473462833969,2.385988427844396,2
150,1.597815938403851,0.4509353195093019,0.2033426623809562,1.5129188870723944,1.2538625679170938,1.8232218726596958,2.197666186316674,3
250,2.333602036460424,4.2196173169937,17.805170301873112,1.6296447961837663,1.3508654356437155,1.96750901048446,2.386440526465599,2
150,1.637449934266285,0.5301709855936894,0.28108127396538396,1.5228168557877257,1.276732017076963,1.8449938843786944,2.200882545620652,3
250,2.229289147002984,3.9734992501211104,15.788696290713025,1.5994048714902833,1.3250855910735175,1.9193510072069455,2.3157020109399635,2
150,1.6306346449460034,0.5384268095999718,0.28990342929600427,1.5245749995171332,1.265842225789492,1.8388983107310142,2.2576282421265494,3
50,1.5661802233735957,0.3785600075056718,0.1433076792826943,1.497841965016082,1.311764927030856,1.7306932415385052,1.9822331342094042,3
100,2.4369398047443975,4.844842253356758,23.47249645991098,1.501825145592565,1.28353432263904,1.8410549825666274,2.234653231743528,1
150,2.179422228909854,3.980702047927428,15.84598879437362,1.5215889686067596,1.2803000707204442,1.8620881607024227,2.2780813570668714,2
50,1.5494155389072461,0.4075531435026233,0.16609956477886986,1.489181656871517,1.2287718667498522,1.7480250235627897,2.0451221076894797,3
100,2.480039164113044,4.94798631961642,24.48256861911124,1.5310640341324848,1.313702212972616,1.806716383898757,2.278962425923639,1
150,2.1356647540292073,3.8182793257200727,14.579257009221331,1.55288029740971,1.2842552560937914,1.8772823753573136,2.2124150008796297,0
50,1.5427172977538448,0.33143931659197196,0.10985202058295342,1.49051295691083,1.3117970474276763,1.7548129801474792,2.0019939164607843,3
100,2.4369055344245276,4.870129102377445,23.718157473823737,1.5086387313168184,1.294174595528017,1.8387680228822658,2.1895119785971784,1
150,2.185211329230014,4.078176306868601,16.63152198990442,1.5243530078237912,1.2728888726203595,1.8306732859294204,2.2149370767818772,2
50,1.5761223509756233,0.4484485859397451,0.20110613423135698,1.483944106964447,1.265607481006534,1.7650142794107793,2.125738446185328,3
100,2.4590459970927907,4.946329398494003,24.466174518406042,1.5327804866086572,1.248860308459125,1.8310925999402685,2.286137884569674,1
150,1.9334148777362228,3.14180708722358,9.870951773328315,1.4990921312939796,1.3047670227951804,1.7846982331794137,2.1275675034017216,0
250,2.3938374194035172,4.4231822548721285,19.564541259815687,1.6370468088632706,1.3403714159201727,1.9791032812534286,2.3610792954521913,2
150,1.5932207845547057,0.6747331552498911,0.4552648307934736,1.5163327878634505,1.259309883350015,1.7743067517325,2.1165667501917227,3
250,2.1864702670236373,3.763928551938296,14.167158144096318,1.6330502955154096,1.3224016051382463,1.9463163890304873,2.3692969684241754,0
150,1.6599606289753117,0.5442234736262441,0.29617918924581527,1.5666813485812388,1.3102350916469507,1.8557205060798496,2.247504523469275,3
250,2.2115311054164573,3.993379065738245,15.947076362676459,1.595526763463102,1.3071206858226927,1.9132849712962587,2.296117670583822,2
