Fit,0.01,0.05,0.1,0.2,0.3,0.5,2,3,4
1,0,0,0,0,0,,2,0,0
2,0,0,0,0,0,,1,0,1
3,0,0,0,0,0,,2,0,2
4,0,0,0,1,0,,1,2,9
5,0,0,0,2,0,,1,2,8
6,0,0,0,3,0,,0,5,16
7,0,0,0,7,1,3,1,5,18
8,0,0,0,6,0,4,1,5,18
9,2,2,2,2,4,2,1,1,16
10,2,2,2,2,4,2,1,2,17
11,4,4,4,4,21,14,2,4,18
12,4,4,4,4,12,4,3,4,18
13,4,4,4,4,4,4,4,4,18
14,4,4,4,4,6,4,4,4,20
15,8,8,8,8,8,8,7,12,18
16,9,9,9,9,9,8,12,12,16
