startCarNumber,totalCarNumber,overhead,duration
197,200,1.6250301347554783,186
198,200,1.812500142296205,261
196,200,1.2879655517253008,198
199,200,2.5494324779661555,367
198,200,1.9898647015901565,379
198,200,1.2381081733475894,90
196,200,1.5314443406274343,242
199,200,1.4903665355443907,588
198,200,1.6961831569333612,635
197,200,1.4250469790292783,184
197,200,1.7988508637308744,379
197,200,1.6758873787713082,379
199,200,1.8226727658626196,333
199,200,1.0129709088125773,271
198,200,1.5881015278251356,198
198,200,1.492834182177146,242
197,200,1.640059735805307,531
198,200,1.0694792861915796,166
198,200,1.4750081190869222,428
197,200,1.6622983980241242,262
198,200,1.4963802647827604,303
199,200,2.2648816752625223,153
198,200,1.2481553607540086,241
196,200,2.2605875099589863,362
199,200,1.2975082868691814,57
197,200,1.6187111225554893,267
198,200,2.158384268612611,497
198,200,1.6758997100931488,253
199,200,1.2672762340903931,59
198,200,2.1740690186455005,258
198,200,1.4942893269098043,73
198,200,1.7710905996953152,76
199,200,1.3186789885212356,335
199,200,1.4692003081644482,520
198,200,1.7346404442372443,656
199,200,1.5359767935641366,400
198,200,1.2822671625409612,257
199,200,2.2693816299913445,521
199,200,1.638836740834287,256
199,200,1.6712845841759834,353
199,200,1.7250669386651711,321
198,200,1.5075148235335603,418
198,200,1.238548905217218,254
199,200,1.3991127872260698,25
198,200,1.7520958114441862,359
199,200,2.1249950058319973,547
197,200,2.258675963897391,194
198,200,1.2799207277512221,160
197,200,3.56257664065216,118
196,200,3.717552240974387,251
199,200,1.5794531387802122,285
199,200,1.9676844889405696,250
199,200,1.5715843268311962,477
195,200,1.243057580930217,263
199,200,1.012051112606992,67
198,200,2.643525628922089,349
196,200,1.2082394767332245,115
197,200,1.1146447787546312,192
199,200,2.08336749359237,468
199,200,1.5709292562172104,536
199,200,1.4163324586458528,338
197,200,1.3698425735278055,158
198,200,1.4829680451837506,306
198,200,1.9299053537199067,581
199,200,2.901764077308689,114
198,200,2.095789669242024,432
198,200,2.292706481955134,116
199,200,1.6100854330681424,106
199,200,1.860411806797309,286
196,200,2.1730154110036852,200
199,200,1.596906835641255,244
199,200,1.1166119455484556,132
198,200,1.9844969953418403,260
199,200,1.194181637702616,110
199,200,1.3675018359586797,315
198,200,1.2799065865459778,222
198,200,2.2694971050285115,220
199,200,1.2433590470544185,172
199,200,1.4372757720637495,506
198,200,1.1314865392118612,29
197,200,1.2284824039856768,160
199,200,1.045860640185627,183
199,200,2.1649559169502477,368
199,200,1.0731001930419648,116
199,200,1.6482250187235368,123
199,200,1.984995740569436,250
197,200,1.304243908624927,370
197,200,1.1254033541145525,40
198,200,1.2203348309023558,224
198,200,1.0846297293117118,208
199,200,1.824519440277023,93
198,200,1.845500868543549,156
196,200,1.3991780916146026,271
199,200,1.5821036279696907,393
197,200,1.7925209846352834,483
198,200,1.4881539218810047,507
199,200,1.406574222833552,216
199,200,1.0828831535657177,225
199,200,1.782213392294953,115
197,200,2.3014430591225294,636
199,200,1.6743521653527622,216
198,200,1.7868357142349447,388
199,200,2.738001221568996,222
197,200,1.5291500085153968,432
197,200,2.016599034667866,607
198,200,1.5487747367822091,473
199,200,1.256623323160662,98
198,200,1.0058101731406215,97
199,300,1.2638008733989818,116
198,300,1.5905042846713853,407
199,300,1.5215764551756903,142
198,300,1.1541436722716747,75
199,300,1.859608371510245,603
197,300,30,6033
198,300,1.7329543069840123,79
198,300,1.456313299546353,206
197,300,30,6044
198,300,1.1089739016764506,164
199,300,1.1105270599403205,220
297,300,1.2834072601046718,43
198,300,2.487483739079025,476
197,300,30,6062
198,300,1.9508644031756932,536
198,300,2.052346457326495,442
199,300,1.3075970861244033,391
198,300,2.4852994425511907,350
198,300,1.2800532699331306,279
198,300,1.1874448314850876,157
198,300,1.4967881778298522,311
297,300,1.994855819580464,105
198,300,1.7157500244717596,159
298,300,1.609881110556694,82
198,300,3.7118650797644452,193
197,300,3.60794712204214,179
199,300,1.3313597618209614,372
298,300,1.583491682501583,95
198,300,1.7231936118115836,500
197,300,30,6143
197,300,1.824695157014692,305
197,300,30,6153
199,300,1.5905474139102138,208
197,300,30,6156
284,300,1.4020772011437037,158
197,300,2.1273035582015414,684
298,300,1.2922359684220148,107
197,300,30,6183
197,300,30,6184
298,300,1.3330893446908836,28
197,300,1.3408359898213378,358
298,300,1.346811251566697,134
197,300,30,6197
199,300,1.4546689050164945,284
196,300,1.9171258486708,237
299,300,1.3130248545695218,184
296,300,1.106039838388121,135
298,300,3.418651216773955,99
199,300,1.9645878411240165,292
298,300,1.192435022983615,172
298,300,1.177489617731126,196
298,300,1.5006521706587923,185
298,300,1.2737458712670633,53
199,300,1.8862983024878155,355
298,300,1.337492645195415,105
199,300,1.6015652873751305,346
199,300,2.126084445493187,364
197,300,2.234788641743093,337
198,300,1.7570295694714684,486
299,300,1.8126809118883942,159
298,300,1.6297853022913618,259
298,300,1.1417567037474474,127
298,300,4.219401448484677,148
198,300,1.6664211558033002,376
297,300,1.292462301120374,195
197,300,26.293780334985353,6313
197,300,30,6331
294,300,1.4118175684893366,329
199,300,1.3997837098653967,378
296,300,1.1453781437350452,271
298,300,2.4221580639725904,224
298,300,1.7725258906077204,228
296,300,1.3744927431548188,115
297,300,1.4230454192651674,217
297,300,1.1926374515692104,144
197,300,26.5745752353968,6374
298,300,1.0632315957963636,108
296,300,1.961282845092768,146
299,300,1.6447992877724245,237
197,300,24.685662521604307,6400
297,300,1.7432481662740362,338
295,300,1.2917519685985357,112
298,300,3.892460849120477,125
198,300,1.9849408821587144,598
198,300,1.597125587499997,554
298,300,1.2149243589409453,191
198,300,1.492769184202135,547
298,300,1.1889723304375477,136
298,300,1.0353793841845798,121
299,300,1.1839672144274844,83
295,300,1.26350369574831,15
298,300,1.2256782993335371,42
197,300,24.139941192241146,6479
297,300,2.566517491725651,340
298,300,2.091898872172334,365
297,300,4.555433454717229,77
297,300,2.499181411869339,288
298,300,2.12608622848635,313
295,300,1.362443604811975,415
197,300,27.096926045537373,6499
299,300,1.2556553282950618,337
297,300,3.1129396582107263,216
299,300,1.0941211991467539,263
299,300,2.1810702462685625,178
298,300,1.3882216102658884,348
297,300,1.2360624530765678,247
299,300,1.4084287313859651,184
295,300,2.0540741769276494,443
297,300,2.057827450857019,184
298,300,1.423639271313342,497
297,300,2.17737440310642,325
299,300,1.6399669730812918,163
299,300,1.1602739319183106,115
299,300,2.018212132328776,290
298,300,0.9334365871306293,249
197,300,29.30049227892158,6573
297,300,1.126059707063719,145
299,300,1.2517164114133148,236
299,300,1.4861146754327021,282
297,300,1.8449280804965236,368
297,300,1.1408250267090025,237
297,300,1.7204990489380565,332
299,300,1.921627196956605,540
298,300,1.620811083009661,90
297,300,1.4287704103483294,118
197,300,20.720583605018525,6641
298,300,1.2774794089055423,96
298,300,1.3926512865717993,446
299,300,2.4898818546693646,109
298,300,1.2851504429060805,101
297,300,1.2879174785438787,296
199,300,1.9339413105416874,683
298,300,1.4758523529092047,527
299,300,2.004156755665021,655
299,300,2.1042822888286308,484
297,300,1.6004287030779925,534
297,300,1.564889136943454,198
299,300,1.3401354763831748,457
298,300,1.8533460818208798,517
299,300,1.1298332959878694,53
298,300,1.4000972289742342,27
298,300,1.6668791206089275,445
298,300,1.7026888472877655,65
299,300,1.20237072382039,62
299,300,4.215672281490677,157
298,300,2.6941596115716284,193
297,300,1.152666161547156,58
299,300,1.6502578201410725,238
298,300,1.6368790412851821,347
298,300,1.3072872868290106,65
298,300,2.5372270465336837,577
298,300,1.9248708964587031,216
299,300,1.9292230999990483,375
299,300,2.180955074781876,155
295,300,1.0313155617440741,128
299,300,1.3359351767943006,94
298,300,2.7317969267194115,302
299,300,1.6680996706723135,331
299,300,1.7097068083714004,437
297,300,2.2888974702250766,332
298,300,1.667356022468827,419
298,300,1.603562949884388,393
298,300,2.019207179685167,520
295,300,1.2416281949571542,188
299,300,1.6410289437791739,282
299,300,1.279964874376593,287
298,300,1.7581485297439434,632
297,300,1.2818779993038987,174
296,300,2.325798694310076,85
293,300,2.9102676705337482,167
297,300,2.3046754527872144,210
297,300,1.1032730116550478,80
298,300,1.5638059808709086,377
297,300,1.4041188641076803,317
299,300,2.6710835781186577,353
299,300,1.4458526167725938,211
297,300,1.9313299184536739,191
297,300,1.2514275881668901,127
299,300,1.283117256421508,77
298,300,1.1810358003125858,221
298,300,1.2191379283042934,70
299,300,1.777081760681127,567
299,300,1.1644391823192481,188
296,300,2.513924592036979,314
296,300,1.740539147100495,457
296,300,1.3353621203770285,257
299,300,2.037750914264245,510
299,300,2.0550338804537707,419
299,300,2.426382437535332,414
298,300,1.0077317909798986,88
295,300,1.3639743671837525,349
297,300,1.5579488425264998,468
297,300,2.038447309400572,333
298,300,1.7666272102750604,393
297,300,1.6267488396581076,494
295,300,1.761143666379047,587
299,300,1.1993882322055627,353
296,300,1.398751678356367,132
297,300,1.7423297343750082,598
298,300,1.9119925772880535,545
297,300,1.0754792207902297,282
299,300,2.044458988183347,721
297,300,2.074182422342394,262
298,300,1.7778534634101373,658
299,300,2.0750757407596008,427
298,300,1.5538059065513996,250
295,300,1.8470252373198668,414
294,300,2.0799566104527063,291
296,300,1.0405500601175992,244
299,300,1.4575811199139597,190
298,300,2.2989977083181383,525
295,300,1.6618143898703188,598
296,300,1.6433330254146363,420
296,300,1.4296410796373837,211
299,300,0.9820673434483647,79
297,300,2.033821796417165,521
299,300,2.038712142976393,239
299,300,2.6126208687785057,147
294,300,2.0821800328696445,384
299,300,1.250854918477858,278
296,300,2.0133159866327426,336
299,300,1.4929120791706567,161
299,300,1.4551894675888393,281
297,300,1.71285229187589,523
298,300,1.2065463820265114,106
297,300,2.0331566864924704,267
299,300,1.7173836701193106,251
298,300,1.1197995172159187,187
299,300,1.2049036009436966,123
295,300,0.9266913784367581,25
298,300,1.1623296765297666,277
297,300,4.862877657154221,61
297,300,1.1446498897769135,149
297,300,1.106871340770732,38
298,300,1.6817492269785097,122
298,300,1.5492694571256451,523
297,300,2.655064955950142,284
299,300,2.4380298682840773,387
299,300,2.124995850182408,375
297,300,2.4893251830604464,484
298,300,1.0700860313576237,199
299,300,1.3927705677012934,184
299,300,1.7746718852217809,422
297,300,1.5632142350680802,342
297,300,1.0635141287958283,105
293,300,1.4810008971920965,553
296,300,1.202131020790575,227
299,300,0.9531372854347655,98
299,300,1.9672203453417079,862
295,300,1.5325488206187952,149
297,300,1.6113843402083743,147
299,300,1.2815800255287582,74
299,300,1.6716389781637737,418
298,300,1.2808957187640728,55
299,300,1.047699369699035,131
299,300,1.4906442168214864,270
299,300,1.8335508398851972,570
297,300,1.718606358921647,343
296,300,1.1564321212257354,318
299,300,1.4586344054058815,307
299,300,2.335944675738884,411
298,300,1.5197068937028981,127
298,300,1.034082811950007,283
297,300,2.422000754597685,331
298,300,1.5628078212945071,415
299,300,2.149418538869898,357
298,300,1.3662028453664894,381
298,300,2.185825186377355,600
297,300,1.7188449603121232,129
296,300,1.1632209629838426,77
299,300,2.6373243229225594,569
297,300,1.1775640437703494,138
296,300,1.7012586588524716,711
297,300,2.2032530967349655,252
299,300,1.7896151834867349,437
297,300,3.0219593492296646,491
297,300,2.3163980761764837,348
298,300,1.8938956684620754,424
298,300,1.494582586446879,237
298,300,1.370131885838246,110
298,300,1.2944139930522827,89
298,300,2.0420593360724104,268
297,300,1.8259106407200643,179
297,300,1.619328366387157,289
298,300,1.4297688147111605,302
297,300,2.2587258358193827,581
297,300,1.7958869551875305,246
298,300,1.5451660799786158,404
299,300,2.0161236158905655,511
297,300,1.6034280052184826,353
298,300,2.159498285443633,269
299,300,1.3818538311178834,129
297,300,1.1885334780356518,292
298,300,2.227788445495621,211
299,300,1.7333672992496896,399
298,300,2.516530983325031,342
297,300,1.9714101266752564,524
298,300,2.007983762418007,205
298,300,1.7467282819811571,274
299,300,1.2193276735158232,161
298,300,1.2762990584686085,216
299,300,1.583457367926764,149
299,300,1.0369080684083254,313
296,300,2.0396063171744654,393
298,300,1.6926605277628346,67
297,300,1.7818151141545147,282
299,300,1.0946540993385387,44
297,300,1.537407122788809,440
299,300,1.132969511234312,229
298,300,1.5283297614048712,537
299,300,2.2957843304654606,383
299,300,2.634934985875916,364
295,300,2.0676061074769136,312
298,300,1.556949869321951,213
299,300,1.6570050407790045,643
298,300,2.0651479982293663,518
299,300,1.6493450867226263,472
297,300,1.4825090068642377,353
295,300,1.3663214131239236,141
297,300,2.0645404108889753,380
296,300,2.211930538979352,344
297,300,1.078807746742501,111
299,300,2.5565825565440465,341
297,300,1.593515956267853,398
297,300,1.26716982948287,217
299,300,1.9996374254589826,239
298,300,1.1158756312065785,77
298,300,1.046857493726115,113
298,300,1.6389709506383618,360
299,300,1.5859833885640635,403
298,300,1.6020459376353418,551
298,300,2.274057742707465,284
299,300,1.555321007274042,436
299,300,1.5015029644140296,228
296,300,1.337625134074678,291
297,300,1.7303301615987068,642
299,300,1.8939556265461557,14
297,300,2.684256760591631,402
298,300,2.2988822383262977,442
298,300,1.7307643622505657,198
297,300,1.6269644374228769,161
299,300,1.5519606224010243,457
296,300,1.6157004953013174,504
295,300,1.0637417345267466,61
299,300,2.025368751339086,308
299,300,1.1031044000625292,291
298,300,1.8343910942169248,289
297,300,1.6918119028537575,158
297,300,2.067930255029843,333
298,300,1.3390577933921437,236
299,300,1.7608012942434477,338
296,300,1.5299048002177986,466
296,300,1.383075263819919,459
298,300,1.1670625092803366,181
298,300,1.3229676523320906,236
298,300,1.6295002331412909,392
297,300,1.526484509093086,503
298,300,2.140937128219316,410
299,300,1.650627005962995,371
297,300,1.390846308631408,136
296,300,1.4734379883200832,522
296,300,1.739337007685203,481
