index,totalCarNumber,numberOfTrips,median_overhead,q1_overhead,q3_overhead,p9_overhead
0,450,1022,1.692191708166307,1.373016152580166,2.107206878082832,2.4755176278211874
1,450,1452,1.7019394101122192,1.3452830729300467,2.1297309928546007,2.6210367082356436
2,450,1453,1.734228582152025,1.376936411064583,2.1611407086103043,2.6493184967175503
3,450,1469,1.6876783581960644,1.3507057749425413,2.0794487376755524,2.5755518041557646
4,450,1438,1.7213586348068115,1.377186129845839,2.119356234266522,2.617978065564115
5,450,1481,1.7231828337236261,1.3570085914082572,2.1458574354995887,2.6403735437888605
6,520,1511,1.7618711702345655,1.3794436653801991,2.186335675285749,2.9801433928647563
7,520,1506,1.7739902105191865,1.396403048942241,2.2550350438007247,2.8105702583131915
8,520,1554,1.764786455286471,1.4006411426539846,2.251658374655531,2.9547478474279427
9,520,1514,1.7929499326701208,1.3999925034546472,2.2780198262038507,2.898972001791571
10,520,1498,1.7859981353549002,1.399443543068805,2.2543604331976637,2.926637030313765
11,520,1577,1.767442014631557,1.3881135699325429,2.2170448902604805,2.7775153813142923
12,600,1647,1.8517658362176055,1.3888598117705975,2.4355780163504965,3.145604646976548
13,600,1683,1.8388235804903246,1.4075491953556951,2.338461403338498,2.9908891829635134
14,600,1575,1.8514228619112312,1.389884421424691,2.426541615219107,3.3091588916158643
15,600,1688,1.8076497644501957,1.382370878255547,2.363019757323417,3.1306280378973788
16,600,1664,1.8189706064056694,1.4016326018263783,2.341065285896584,3.0599099516639887
17,600,1547,1.7786835944619726,1.4033845094529764,2.28624103936228,3.16904919004312
18,350,1286,1.6125983367724557,1.3305333933003707,1.9567199821412766,2.4002246911083405
19,350,1242,1.6545005485313655,1.338982366879737,1.9977127188232444,2.403876110054808
20,350,1237,1.6595112889758938,1.3490792038448758,2.03157944649223,2.4761944959433286
21,350,1238,1.6280812340208133,1.336557331991231,1.9705841457927735,2.3811049964394013
22,350,1228,1.6361420557915833,1.3363002260956138,1.9556254727238183,2.3317770973027865
23,350,1167,1.5945282487049524,1.3009257706724324,1.9457621823522473,2.3960686285618245
24,200,708,1.573296699567051,1.316875329912374,1.8848207270425048,2.255360863012305
25,200,708,1.5467374864621037,1.2794233791753902,1.8540314238976139,2.1626044016011967
26,200,724,1.5109729528605893,1.2698849064833382,1.8356820295705432,2.1907325480414936
27,200,723,1.548576221634705,1.28959573002997,1.8499802350182515,2.1678312477846626
28,200,761,1.586208384870006,1.3092743011004742,1.9229280342308708,2.260972340483398
29,200,677,1.505673145542637,1.2719117186760578,1.8271074458104355,2.1767022846004727
30,50,101,1.4892235436962649,1.2846386818357167,1.8551707122217809,2.1526554021857613
31,50,90,1.5938627963619754,1.2595156079960002,1.7473839728277383,2.1456536559063846
32,50,91,1.4191639011304564,1.2576072876174822,1.6599005267298084,1.9966868033224998
